Id,Name,Authors,Citation,FirstAuthor,Journal,PublicationYear,CreateDate,PMCID,NIHMSID,DOI
30356220,Gene expression variability across cells and species shapes innate immunity,"Hagai T, Chen X, Miragaia RJ, Rostom R, Gomes T, Kunowska N, Henriksson J, Park JE, Proserpio V, Donati G, Bossini-Castillo L, Vieira Braga FA, Naamati G, Fletcher J, Stephenson E, Vegh P, Trynka G, Kondova I, Dennis M, Haniffa M, Nourmohammad A, Lässig M, Teichmann SA.",Nature. 2018 Nov;563(7730):197-202. doi: 10.1038/s41586-018-0657-2. Epub 2018 Oct 24.,Hagai T,Nature,2018,2018/10/26,PMC6347972,EMS79113,10.1038/s41586-018-0657-2
33567257,Human lung macrophages: roll up for the MISTRG tour,"Jardine L, Haniffa M.",Immunity. 2021 Feb 9;54(2):194-196. doi: 10.1016/j.immuni.2021.01.006.,Jardine L,Immunity,2021,2021/02/10,,,10.1016/j.immuni.2021.01.006
30525118,PLPBP mutations cause variable phenotypes of developmental and epileptic encephalopathy,"Shiraku H, Nakashima M, Takeshita S, Khoo CS, Haniffa M, Ch'ng GS, Takada K, Nakajima K, Ohta M, Okanishi T, Kanai S, Fujimoto A, Saitsu H, Matsumoto N, Kato M.",Epilepsia Open. 2018 Nov 1;3(4):495-502. doi: 10.1002/epi4.12272. eCollection 2018 Dec.,Shiraku H,Epilepsia Open,2018,2018/12/08,PMC6276781,,10.1002/epi4.12272
34404500,Dysregulation of immune response in otitis media,"Mather MW, Powell S, Talks B, Ward C, Bingle CD, Haniffa M, Powell J.",Expert Rev Mol Med. 2021 Aug 18;23:e10. doi: 10.1017/erm.2021.10.,Mather MW,Expert Rev Mol Med,2021,2021/08/18,,,10.1017/erm.2021.10
34162837,Single cell derived mRNA signals across human kidney tumors,"Young MD, Mitchell TJ, Custers L, Margaritis T, Morales-Rodriguez F, Kwakwa K, Khabirova E, Kildisiute G, Oliver TRW, de Krijger RR, van den Heuvel-Eibrink MM, Comitani F, Piapi A, Bugallo-Blanco E, Thevanesan C, Burke C, Prigmore E, Ambridge K, Roberts K, Braga FAV, Coorens THH, Del Valle I, Wilbrey-Clark A, Mamanova L, Stewart GD, Gnanapragasam VJ, Rampling D, Sebire N, Coleman N, Hook L, Warren A, Haniffa M, Kool M, Pfister SM, Achermann JC, He X, Barker RA, Shlien A, Bayraktar OA, Teichmann SA, Holstege FC, Meyer KB, Drost J, Straathof K, Behjati S.",Nat Commun. 2021 Jun 23;12(1):3896. doi: 10.1038/s41467-021-23949-5.,Young MD,Nat Commun,2021,2021/06/24,PMC8222373,,10.1038/s41467-021-23949-5
33879890,Single-cell multi-omics analysis of the immune response in COVID-19,"Stephenson E, Reynolds G, Botting RA, Calero-Nieto FJ, Morgan MD, Tuong ZK, Bach K, Sungnak W, Worlock KB, Yoshida M, Kumasaka N, Kania K, Engelbert J, Olabi B, Spegarova JS, Wilson NK, Mende N, Jardine L, Gardner LCS, Goh I, Horsfall D, McGrath J, Webb S, Mather MW, Lindeboom RGH, Dann E, Huang N, Polanski K, Prigmore E, Gothe F, Scott J, Payne RP, Baker KF, Hanrath AT, Schim van der Loeff ICD, Barr AS, Sanchez-Gonzalez A, Bergamaschi L, Mescia F, Barnes JL, Kilich E, de Wilton A, Saigal A, Saleh A, Janes SM, Smith CM, Gopee N, Wilson C, Coupland P, Coxhead JM, Kiselev VY, van Dongen S, Bacardit J, King HW; Cambridge Institute of Therapeutic Immunology and Infectious Disease-National Institute of Health Research (CITIID-NIHR) COVID-19 BioResource Collaboration, Rostron AJ, Simpson AJ, Hambleton S, Laurenti E, Lyons PA, Meyer KB, Nikolić MZ, Duncan CJA, Smith KGC, Teichmann SA, Clatworthy MR, Marioni JC, Göttgens B, Haniffa M.",Nat Med. 2021 May;27(5):904-916. doi: 10.1038/s41591-021-01329-2. Epub 2021 Apr 20.,Stephenson E,Nat Med,2021,2021/04/21,PMC8121667,,10.1038/s41591-021-01329-2
33692543,Inherent mosaicism and extensive mutation of human placentas,"Coorens THH, Oliver TRW, Sanghvi R, Sovio U, Cook E, Vento-Tormo R, Haniffa M, Young MD, Rahbari R, Sebire N, Campbell PJ, Charnock-Jones DS, Smith GCS, Behjati S.",Nature. 2021 Apr;592(7852):80-85. doi: 10.1038/s41586-021-03345-1. Epub 2021 Mar 10.,Coorens THH,Nature,2021,2021/03/11,,,10.1038/s41586-021-03345-1
24345756,The evolution of cellular deficiency in GATA2 mutation,"Dickinson RE, Milne P, Jardine L, Zandi S, Swierczek SI, McGovern N, Cookson S, Ferozepurwalla Z, Langridge A, Pagan S, Gennery A, Heiskanen-Kosma T, Hämäläinen S, Seppänen M, Helbert M, Tholouli E, Gambineri E, Reykdal S, Gottfreðsson M, Thaventhiran JE, Morris E, Hirschfield G, Richter AG, Jolles S, Bacon CM, Hambleton S, Haniffa M, Bryceson Y, Allen C, Prchal JT, Dick JE, Bigley V, Collin M.",Blood. 2014 Feb 6;123(6):863-74. doi: 10.1182/blood-2013-07-517151. Epub 2013 Dec 17.,Dickinson RE,Blood,2014,2013/12/19,PMC3916878,,10.1182/blood-2013-07-517151
30409859,Perivascular dendritic cells elicit anaphylaxis by relaying allergens to mast cells via microvesicles,"Choi HW, Suwanpradid J, Kim IH, Staats HF, Haniffa M, MacLeod AS, Abraham SN.",Science. 2018 Nov 9;362(6415):eaao0666. doi: 10.1126/science.aao0666.,Choi HW,Science,2018,2018/11/10,PMC6376486,NIHMS1006357,10.1126/science.aao0666
28270408,Phenotypic and functional consequences of different isolation protocols on skin mononuclear phagocytes,"Botting RA, Bertram KM, Baharlou H, Sandgren KJ, Fletcher J, Rhodes JW, Rana H, Plasto TM, Wang XM, Lim JJK, Barnouti L, Kohout MP, Papadopoulos T, Merten S, Olbourne N, Cunningham AL, Haniffa M, Harman AN.",J Leukoc Biol. 2017 Jun;101(6):1393-1403. doi: 10.1189/jlb.4A1116-496R. Epub 2017 Mar 7.,Botting RA,J Leukoc Biol,2017,2017/03/09,PMC5433859,,10.1189/jlb.4A1116-496R
30013146,Epithelial damage and tissue γδ T cells promote a unique tumor-protective IgE response,"Crawford G, Hayes MD, Seoane RC, Ward S, Dalessandri T, Lai C, Healy E, Kipling D, Proby C, Moyes C, Green K, Best K, Haniffa M, Botto M, Dunn-Walters D, Strid J.",Nat Immunol. 2018 Aug;19(8):859-870. doi: 10.1038/s41590-018-0161-8. Epub 2018 Jul 16.,Crawford G,Nat Immunol,2018,2018/07/18,PMC6071860,EMS78133,10.1038/s41590-018-0161-8
28512190,Hematopoietic origin of Langerhans cell histiocytosis and Erdheim-Chester disease in adults,"Milne P, Bigley V, Bacon CM, Néel A, McGovern N, Bomken S, Haniffa M, Diamond EL, Durham BH, Visser J, Hunt D, Gunawardena H, Macheta M, McClain KL, Allen C, Abdel-Wahab O, Collin M.",Blood. 2017 Jul 13;130(2):167-175. doi: 10.1182/blood-2016-12-757823. Epub 2017 May 16.,Milne P,Blood,2017,2017/05/18,PMC5524529,,10.1182/blood-2016-12-757823
21524210,IRF8 mutations and human dendritic-cell immunodeficiency,"Hambleton S, Salem S, Bustamante J, Bigley V, Boisson-Dupuis S, Azevedo J, Fortin A, Haniffa M, Ceron-Gutierrez L, Bacon CM, Menon G, Trouillet C, McDonald D, Carey P, Ginhoux F, Alsina L, Zumwalt TJ, Kong XF, Kumararatne D, Butler K, Hubeau M, Feinberg J, Al-Muhsen S, Cant A, Abel L, Chaussabel D, Doffinger R, Talesnik E, Grumach A, Duarte A, Abarca K, Moraes-Vasconcelos D, Burk D, Berghuis A, Geissmann F, Collin M, Casanova JL, Gros P.",N Engl J Med. 2011 Jul 14;365(2):127-38. doi: 10.1056/NEJMoa1100066. Epub 2011 Apr 27.,Hambleton S,N Engl J Med,2011,2011/04/29,PMC3136554,NIHMS302104,10.1056/NEJMoa1100066
25962123,Metabolic regulation of hepatitis B immunopathology by myeloid-derived suppressor cells,"Pallett LJ, Gill US, Quaglia A, Sinclair LV, Jover-Cobos M, Schurich A, Singh KP, Thomas N, Das A, Chen A, Fusai G, Bertoletti A, Cantrell DA, Kennedy PT, Davies NA, Haniffa M, Maini MK.",Nat Med. 2015 Jun;21(6):591-600. doi: 10.1038/nm.3856. Epub 2015 May 11.,Pallett LJ,Nat Med,2015,2015/05/12,PMC4458139,EMS62847,10.1038/nm.3856
29079750,Skin dendritic cell and T cell activation associated with dengue shock syndrome,"Duyen HTL, Cerny D, Trung DT, Pang J, Velumani S, Toh YX, Qui PT, Hao NV, Simmons C, Haniffa M, Wills B, Fink K.",Sci Rep. 2017 Oct 27;7(1):14224. doi: 10.1038/s41598-017-14640-1.,Duyen HTL,Sci Rep,2017,2017/10/29,PMC5660158,,10.1038/s41598-017-14640-1
33547074,Tumor to normal single-cell mRNA comparisons reveal a pan-neuroblastoma cancer cell,"Kildisiute G, Kholosy WM, Young MD, Roberts K, Elmentaite R, van Hooff SR, Pacyna CN, Khabirova E, Piapi A, Thevanesan C, Bugallo-Blanco E, Burke C, Mamanova L, Keller KM, Langenberg-Ververgaert KPS, Lijnzaad P, Margaritis T, Holstege FCP, Tas ML, Wijnen MHWA, van Noesel MM, Del Valle I, Barone G, van der Linden R, Duncan C, Anderson J, Achermann JC, Haniffa M, Teichmann SA, Rampling D, Sebire NJ, He X, de Krijger RR, Barker RA, Meyer KB, Bayraktar O, Straathof K, Molenaar JJ, Behjati S.",Sci Adv. 2021 Feb 5;7(6):eabd3311. doi: 10.1126/sciadv.abd3311. Print 2021 Feb.,Kildisiute G,Sci Adv,2021,2021/02/06,PMC7864567,,10.1126/sciadv.abd3311
34497389,Cells of the human intestinal tract mapped across space and time,"Elmentaite R, Kumasaka N, Roberts K, Fleming A, Dann E, King HW, Kleshchevnikov V, Dabrowska M, Pritchard S, Bolt L, Vieira SF, Mamanova L, Huang N, Perrone F, Goh Kai'En I, Lisgo SN, Katan M, Leonard S, Oliver TRW, Hook CE, Nayak K, Campos LS, Domínguez Conde C, Stephenson E, Engelbert J, Botting RA, Polanski K, van Dongen S, Patel M, Morgan MD, Marioni JC, Bayraktar OA, Meyer KB, He X, Barker RA, Uhlig HH, Mahbubani KT, Saeb-Parsy K, Zilbauer M, Clatworthy MR, Haniffa M, James KR, Teichmann SA.",Nature. 2021 Sep;597(7875):250-255. doi: 10.1038/s41586-021-03852-1. Epub 2021 Sep 8.,Elmentaite R,Nature,2021,2021/09/09,,,10.1038/s41586-021-03852-1
33846309,Human anogenital monocyte-derived dendritic cells and langerin+cDC2 are major HIV target cells,"Rhodes JW, Botting RA, Bertram KM, Vine EE, Rana H, Baharlou H, Vegh P, O'Neil TR, Ashhurst AS, Fletcher J, Parnell GP, Graham JD, Nasr N, Lim JJK, Barnouti L, Haertsch P, Gosselink MP, Di Re A, Reza F, Ctercteko G, Jenkins GJ, Brooks AJ, Patrick E, Byrne SN, Hunter E, Haniffa MA, Cunningham AL, Harman AN.",Nat Commun. 2021 Apr 12;12(1):2147. doi: 10.1038/s41467-021-22375-x.,Rhodes JW,Nat Commun,2021,2021/04/13,PMC8042121,,10.1038/s41467-021-22375-x
34129837,Human oral mucosa cell atlas reveals a stromal-neutrophil axis regulating tissue immunity,"Williams DW, Greenwell-Wild T, Brenchley L, Dutzan N, Overmiller A, Sawaya AP, Webb S, Martin D; NIDCD/NIDCR Genomics and Computational Biology Core, Hajishengallis G, Divaris K, Morasso M, Haniffa M, Moutsopoulos NM.",Cell. 2021 Jul 22;184(15):4090-4104.e15. doi: 10.1016/j.cell.2021.05.013. Epub 2021 Jun 14.,Williams DW,Cell,2021,2021/06/15,PMC8359928,NIHMS1713733,10.1016/j.cell.2021.05.013
27484031,Complete human CD1a deficiency on Langerhans cells due to a rare point mutation in the coding sequence,"Cerny D, Thi Le DH, The TD, Zuest R, Kg S, Velumani S, Khor CC, Mori L, Simmons CP, Poidinger M, Zolezzi F, Ginhoux F, Haniffa M, Wills B, Fink K.",J Allergy Clin Immunol. 2016 Dec;138(6):1709-1712.e11. doi: 10.1016/j.jaci.2016.05.028. Epub 2016 Jun 29.,Cerny D,J Allergy Clin Immunol,2016,2016/08/04,PMC5138157,,10.1016/j.jaci.2016.05.028
23802067,Identification of human tissue cross-presenting dendritic cells: A new target for cancer vaccines,"Haniffa M, Collin M, Ginhoux F.",Oncoimmunology. 2013 Mar 1;2(3):e23140. doi: 10.4161/onci.23140.,Haniffa M,Oncoimmunology,2013,2013/06/27,PMC3661152,,10.4161/onci.23140
23908113,Mobilizing monocytes to cross-present circulating viral antigen in chronic infection,"Gehring AJ, Haniffa M, Kennedy PT, Ho ZZ, Boni C, Shin A, Banu N, Chia A, Lim SG, Ferrari C, Ginhoux F, Bertoletti A.",J Clin Invest. 2013 Sep;123(9):3766-76. doi: 10.1172/JCI66043. Epub 2013 Aug 1.,Gehring AJ,J Clin Invest,2013,2013/08/03,PMC3754243,,10.1172/JCI66043
34363841,Single-cell analysis reveals innate lymphoid cell lineage infidelity in atopic dermatitis,"Alkon N, Bauer WM, Krausgruber T, Goh I, Griss J, Nguyen V, Reininger B, Bangert C, Staud C, Brunner PM, Bock C, Haniffa M, Stingl G.",J Allergy Clin Immunol. 2021 Aug 5:S0091-6749(21)01198-2. doi: 10.1016/j.jaci.2021.07.025. Online ahead of print.,Alkon N,J Allergy Clin Immunol,2021,2021/08/07,,,10.1016/j.jaci.2021.07.025
25200712,Human dermal CD14⁺ cells are a transient population of monocyte-derived macrophages,"McGovern N, Schlitzer A, Gunawan M, Jardine L, Shin A, Poyner E, Green K, Dickinson R, Wang XN, Low D, Best K, Covins S, Milne P, Pagan S, Aljefri K, Windebank M, Miranda-Saavedra D, Larbi A, Wasan PS, Duan K, Poidinger M, Bigley V, Ginhoux F, Collin M, Haniffa M.",Immunity. 2014 Sep 18;41(3):465-477. doi: 10.1016/j.immuni.2014.08.006. Epub 2014 Sep 4.,McGovern N,Immunity,2014,2014/09/10,PMC4175180,,10.1016/j.immuni.2014.08.006
25474532,Selective susceptibility of human skin antigen presenting cells to productive dengue virus infection,"Cerny D, Haniffa M, Shin A, Bigliardi P, Tan BK, Lee B, Poidinger M, Tan EY, Ginhoux F, Fink K.",PLoS Pathog. 2014 Dec 4;10(12):e1004548. doi: 10.1371/journal.ppat.1004548. eCollection 2014 Dec.,Cerny D,PLoS Pathog,2014,2014/12/05,PMC4256468,,10.1371/journal.ppat.1004548
22795876,Human tissues contain CD141hi cross-presenting dendritic cells with functional homology to mouse CD103+ nonlymphoid dendritic cells,"Haniffa M, Shin A, Bigley V, McGovern N, Teo P, See P, Wasan PS, Wang XN, Malinarich F, Malleret B, Larbi A, Tan P, Zhao H, Poidinger M, Pagan S, Cookson S, Dickinson R, Dimmick I, Jarrett RF, Renia L, Tam J, Song C, Connolly J, Chan JK, Gehring A, Bertoletti A, Collin M, Ginhoux F.",Immunity. 2012 Jul 27;37(1):60-73. doi: 10.1016/j.immuni.2012.04.012. Epub 2012 Jul 12.,Haniffa M,Immunity,2012,2012/07/17,PMC3476529,,10.1016/j.immuni.2012.04.012
17052524,Use of topical glycopyrrolate in Ross syndrome,"Bajaj V, Haniffa M, Reynolds NJ.",J Am Acad Dermatol. 2006 Nov;55(5 Suppl):S111-2. doi: 10.1016/j.jaad.2005.08.058.,Bajaj V,J Am Acad Dermatol,2006,2006/10/21,,,10.1016/j.jaad.2005.08.058
23706669,IRF4 transcription factor-dependent CD11b+ dendritic cells in human and mouse control mucosal IL-17 cytokine responses,"Schlitzer A, McGovern N, Teo P, Zelante T, Atarashi K, Low D, Ho AW, See P, Shin A, Wasan PS, Hoeffel G, Malleret B, Heiseke A, Chew S, Jardine L, Purvis HA, Hilkens CM, Tam J, Poidinger M, Stanley ER, Krug AB, Renia L, Sivasankar B, Ng LG, Collin M, Ricciardi-Castagnoli P, Honda K, Haniffa M, Ginhoux F.",Immunity. 2013 May 23;38(5):970-83. doi: 10.1016/j.immuni.2013.04.011.,Schlitzer A,Immunity,2013,2013/05/28,PMC3666057,,10.1016/j.immuni.2013.04.011
19965649,Comparison of gene expression profiles between human and mouse monocyte subsets,"Ingersoll MA, Spanbroek R, Lottaz C, Gautier EL, Frankenberger M, Hoffmann R, Lang R, Haniffa M, Collin M, Tacke F, Habenicht AJ, Ziegler-Heitbrock L, Randolph GJ.",Blood. 2010 Jan 21;115(3):e10-9. doi: 10.1182/blood-2009-07-235028. Epub 2009 Nov 12.,Ingersoll MA,Blood,2010,2009/12/08,PMC2810986,,10.1182/blood-2009-07-235028
25923217,Synovial CD4+ T-cell-derived GM-CSF supports the differentiation of an inflammatory dendritic cell population in rheumatoid arthritis,"Reynolds G, Gibbon JR, Pratt AG, Wood MJ, Coady D, Raftery G, Lorenzi AR, Gray A, Filer A, Buckley CD, Haniffa MA, Isaacs JD, Hilkens CM.",Ann Rheum Dis. 2016 May;75(5):899-907. doi: 10.1136/annrheumdis-2014-206578. Epub 2015 Apr 28.,Reynolds G,Ann Rheum Dis,2016,2015/04/30,PMC4853576,,10.1136/annrheumdis-2014-206578
17199569,Melanomas arising from naevi and de novo melanomas--does origin matter?,"Weatherhead SC, Haniffa M, Lawrence CM.",Br J Dermatol. 2007 Jan;156(1):72-6. doi: 10.1111/j.1365-2133.2006.07570.x.,Weatherhead SC,Br J Dermatol,2007,2007/01/04,,,10.1111/j.1365-2133.2006.07570.x
15347344,NBCCS secondary to an interstitial chromosome 9q deletion,"Haniffa MA, Leech SN, Lynch SA, Simpson NB.",Clin Exp Dermatol. 2004 Sep;29(5):542-4. doi: 10.1111/j.1365-2230.2004.01590.x.,Haniffa MA,Clin Exp Dermatol,2004,2004/09/07,,,10.1111/j.1365-2230.2004.01590.x
33865984,"A single cell atlas of human cornea that defines its development, limbal progenitor cells and their interactions with the immune cells","Collin J, Queen R, Zerti D, Bojic S, Dorgau B, Moyse N, Molina MM, Yang C, Dey S, Reynolds G, Hussain R, Coxhead JM, Lisgo S, Henderson D, Joseph A, Rooney P, Ghosh S, Clarke L, Connon C, Haniffa M, Figueiredo F, Armstrong L, Lako M.",Ocul Surf. 2021 Jul;21:279-298. doi: 10.1016/j.jtos.2021.03.010. Epub 2021 Apr 16.,Collin J,Ocul Surf,2021,2021/04/18,PMC8343164,,10.1016/j.jtos.2021.03.010
33654293,Single-cell meta-analysis of SARS-CoV-2 entry genes across tissues and demographics,"Muus C, Luecken MD, Eraslan G, Sikkema L, Waghray A, Heimberg G, Kobayashi Y, Vaishnav ED, Subramanian A, Smillie C, Jagadeesh KA, Duong ET, Fiskin E, Triglia ET, Ansari M, Cai P, Lin B, Buchanan J, Chen S, Shu J, Haber AL, Chung H, Montoro DT, Adams T, Aliee H, Allon SJ, Andrusivova Z, Angelidis I, Ashenberg O, Bassler K, Bécavin C, Benhar I, Bergenstråhle J, Bergenstråhle L, Bolt L, Braun E, Bui LT, Callori S, Chaffin M, Chichelnitskiy E, Chiou J, Conlon TM, Cuoco MS, Cuomo ASE, Deprez M, Duclos G, Fine D, Fischer DS, Ghazanfar S, Gillich A, Giotti B, Gould J, Guo M, Gutierrez AJ, Habermann AC, Harvey T, He P, Hou X, Hu L, Hu Y, Jaiswal A, Ji L, Jiang P, Kapellos TS, Kuo CS, Larsson L, Leney-Greene MA, Lim K, Litviňuková M, Ludwig LS, Lukassen S, Luo W, Maatz H, Madissoon E, Mamanova L, Manakongtreecheep K, Leroy S, Mayr CH, Mbano IM, McAdams AM, Nabhan AN, Nyquist SK, Penland L, Poirion OB, Poli S, Qi C, Queen R, Reichart D, Rosas I, Schupp JC, Shea CV, Shi X, Sinha R, Sit RV, Slowikowski K, Slyper M, Smith NP, Sountoulidis A, Strunz M, Sullivan TB, et al.",Nat Med. 2021 Mar;27(3):546-559. doi: 10.1038/s41591-020-01227-z. Epub 2021 Mar 2.,Muus C,Nat Med,2021,2021/03/03,,,10.1038/s41591-020-01227-z
21765025,"Exome sequencing identifies GATA-2 mutation as the cause of dendritic cell, monocyte, B and NK lymphoid deficiency","Dickinson RE, Griffin H, Bigley V, Reynard LN, Hussain R, Haniffa M, Lakey JH, Rahman T, Wang XN, McGovern N, Pagan S, Cookson S, McDonald D, Chua I, Wallis J, Cant A, Wright M, Keavney B, Chinnery PF, Loughlin J, Hambleton S, Santibanez-Koref M, Collin M.",Blood. 2011 Sep 8;118(10):2656-8. doi: 10.1182/blood-2011-06-360313. Epub 2011 Jul 15.,Dickinson RE,Blood,2011,2011/07/19,PMC5137783,EMS70516,10.1182/blood-2011-06-360313
12195871,Junior doctors' experience of percutaneous liver biopsy: a questionnaire survey,"Haniffa MA, Kumaran S, Tamin SS, Alexander GJ.",Clin Med (Lond). 2002 Jul-Aug;2(4):379-80. doi: 10.7861/clinmedicine.2-4-379.,Haniffa MA,Clin Med (Lond),2002,2002/08/28,PMC4953404,,10.7861/clinmedicine.2-4-379
25122610,Functional characterization of the human dendritic cell immunodeficiency associated with the IRF8(K108E) mutation,"Salem S, Langlais D, Lefebvre F, Bourque G, Bigley V, Haniffa M, Casanova JL, Burk D, Berghuis A, Butler KM, Leahy TR, Hambleton S, Gros P.",Blood. 2014 Sep 18;124(12):1894-904. doi: 10.1182/blood-2014-04-570879.,Salem S,Blood,2014,2014/08/15,PMC4168344,,10.1182/blood-2014-04-570879
33526602,"Oncologist-led BRCA counselling improves access to cancer genetic testing in middle-income Asian country, with no significant impact on psychosocial outcomes","Yoon SY, Wong SW, Lim J, Ahmad S, Mariapun S, Padmanabhan H, Hassan NT, Lau SY, Ch'ng GS, Haniffa M, Ong WP, Rethanavelu K, Moey LH, Keng WT, Omar J, Mohd Abas MN, Yong CM, Ramasamy V, Md Noor MR, Aliyas I, Lim MCK, Suberamaniam A, Mat Adenan NA, Ahmad ZA, Ho GF, Abdul Malik R, Subramaniam S, Khoo BP, Raja A, Chin YS, Sim WW, Teh BH, Kho SK, Ong ESE, Voon PJ, Ismail G, Lee CL, Abdullah BZ, Loo KS, Lim CS, Lee SJ, Lim KJL, Shafiee MN, Ismail F, Latiff ZA, Ismail MP, Mohamed Jamli MF, Kumarasamy S, Leong KW, Low J, Md Yusof M, Ahmad Mustafa AM, Mat Ali NH, Makanjang M, Tayib S, Cheah N, Lim BK, Fong CK, Foo YC, Mellor Abdullah M, Tan TS, Chow DSY, Ho KF, Raman R, Radzi A, Deniel A, Teoh DCY, Ang SF, Joseph JK, Ng PHO, Tho LM, Ahmad AR, Muin I, Bleiker E, George A, Thong MK, Woo YL, Teo SH.",J Med Genet. 2021 Feb 1:jmedgenet-2020-107416. doi: 10.1136/jmedgenet-2020-107416. Online ahead of print.,Yoon SY,J Med Genet,2021,2021/02/02,,,10.1136/jmedgenet-2020-107416
26966045,Comparative genomics analysis of mononuclear phagocyte subsets confirms homology between lymphoid tissue-resident and dermal XCR1(+) DCs in mouse and human and distinguishes them from Langerhans cells,"Carpentier S, Vu Manh TP, Chelbi R, Henri S, Malissen B, Haniffa M, Ginhoux F, Dalod M.",J Immunol Methods. 2016 May;432:35-49. doi: 10.1016/j.jim.2016.02.023. Epub 2016 Mar 7.,Carpentier S,J Immunol Methods,2016,2016/03/12,PMC4859332,,10.1016/j.jim.2016.02.023
19171766,Differential rates of replacement of human dermal dendritic cells and macrophages during hematopoietic stem cell transplantation,"Haniffa M, Ginhoux F, Wang XN, Bigley V, Abel M, Dimmick I, Bullock S, Grisotto M, Booth T, Taub P, Hilkens C, Merad M, Collin M.",J Exp Med. 2009 Feb 16;206(2):371-85. doi: 10.1084/jem.20081633. Epub 2009 Jan 26.,Haniffa M,J Exp Med,2009,2009/01/28,PMC2646566,,10.1084/jem.20081633
19623013,Regulatory T-cell suppression of CD8+ T-cell-mediated graft-versus-host reaction requires their presence during priming,"Wang XN, Haniffa MA, Holtick U, Collin MP, Jackson G, Hilkens CM, Holler E, Edinger M, Hoffmann P, Dickinson AM.",Transplantation. 2009 Jul 27;88(2):188-97. doi: 10.1097/TP.0b013e3181ac14ce.,Wang XN,Transplantation,2009,2009/07/23,,,10.1097/TP.0b013e3181ac14ce
17641026,Adult human fibroblasts are potent immunoregulatory cells and functionally equivalent to mesenchymal stem cells,"Haniffa MA, Wang XN, Holtick U, Rae M, Isaacs JD, Dickinson AM, Hilkens CM, Collin MP.",J Immunol. 2007 Aug 1;179(3):1595-604. doi: 10.4049/jimmunol.179.3.1595.,Haniffa MA,J Immunol,2007,2007/07/21,,,10.4049/jimmunol.179.3.1595
18430785,Differential regulation of naïve and memory CD4+ T cells by alternatively activated dendritic cells,"Anderson AE, Sayers BL, Haniffa MA, Swan DJ, Diboll J, Wang XN, Isaacs JD, Hilkens CM.",J Leukoc Biol. 2008 Jul;84(1):124-33. doi: 10.1189/jlb.1107744. Epub 2008 Apr 22.,Anderson AE,J Leukoc Biol,2008,2008/04/24,PMC2504714,,10.1189/jlb.1107744
19210500,Formalin-fixed tissue Mohs surgery (slow Mohs) for basal cell carcinoma: 5-year follow-up data,"Lawrence CM, Haniffa M, Dahl MG.",Br J Dermatol. 2009 Mar;160(3):573-80. doi: 10.1111/j.1365-2133.2008.09021.x. Epub 2009 Jan 28.,Lawrence CM,Br J Dermatol,2009,2009/02/13,,,10.1111/j.1365-2133.2008.09021.x
25516751,Langerin-expressing dendritic cells in human tissues are related to CD1c+ dendritic cells and distinct from Langerhans cells and CD141high XCR1+ dendritic cells,"Bigley V, McGovern N, Milne P, Dickinson R, Pagan S, Cookson S, Haniffa M, Collin M.",J Leukoc Biol. 2015 Apr;97(4):627-34. doi: 10.1189/jlb.1HI0714-351R. Epub 2014 Dec 16.,Bigley V,J Leukoc Biol,2015,2014/12/18,PMC4370053,,10.1189/jlb.1HI0714-351R
24081949,Neutrophil mobilization via plerixafor-mediated CXCR4 inhibition arises from lung demargination and blockade of neutrophil homing to the bone marrow,"Devi S, Wang Y, Chew WK, Lima R, A-González N, Mattar CN, Chong SZ, Schlitzer A, Bakocevic N, Chew S, Keeble JL, Goh CC, Li JL, Evrard M, Malleret B, Larbi A, Renia L, Haniffa M, Tan SM, Chan JK, Balabanian K, Nagasawa T, Bachelerie F, Hidalgo A, Ginhoux F, Kubes P, Ng LG.",J Exp Med. 2013 Oct 21;210(11):2321-36. doi: 10.1084/jem.20130056. Epub 2013 Sep 30.,Devi S,J Exp Med,2013,2013/10/02,PMC3804935,,10.1084/jem.20130056
24416034,Rapid detection of dendritic cell and monocyte disorders using CD4 as a lineage marker of the human peripheral blood antigen-presenting cell compartment,"Jardine L, Barge D, Ames-Draycott A, Pagan S, Cookson S, Spickett G, Haniffa M, Collin M, Bigley V.",Front Immunol. 2013 Dec 27;4:495. doi: 10.3389/fimmu.2013.00495. eCollection 2013.,Jardine L,Front Immunol,2013,2014/01/14,PMC3873601,,10.3389/fimmu.2013.00495
21242295,"The human syndrome of dendritic cell, monocyte, B and NK lymphoid deficiency","Bigley V, Haniffa M, Doulatov S, Wang XN, Dickinson R, McGovern N, Jardine L, Pagan S, Dimmick I, Chua I, Wallis J, Lordan J, Morgan C, Kumararatne DS, Doffinger R, van der Burg M, van Dongen J, Cant A, Dick JE, Hambleton S, Collin M.",J Exp Med. 2011 Feb 14;208(2):227-34. doi: 10.1084/jem.20101459. Epub 2011 Jan 17.,Bigley V,J Exp Med,2011,2011/01/19,PMC3039861,,10.1084/jem.20101459
17535234,The use of a spectrophotometric intracutaneous analysis device in the real-time diagnosis of melanoma in the setting of a melanoma screening clinic,"Haniffa MA, Lloyd JJ, Lawrence CM.",Br J Dermatol. 2007 Jun;156(6):1350-2. doi: 10.1111/j.1365-2133.2007.07932.x.,Haniffa MA,Br J Dermatol,2007,2007/05/31,,,10.1111/j.1365-2133.2007.07932.x
